Name,Note ID,Notes,Description,Operator,Value,Multiple,Table Title,Table ID,Table Number,Source File,Chapter/Topic Full Path,Rule Hint
HSK.1a,-,-,Min./Max. Poly2 width (in the length direction).,=,1.7,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.1b,-,-,Min./Max. Poly2 width (in the width direction).,=,2.7,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.1c,-,-,Min./Max. Poly2 (in the length direction).,=,1.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.1d,-,-,Min./Max. Poly2 length (in the width direction).,=,1.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.1e,-,-,Min./Max. Poly2 (in the length direction).,=,0.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.1f,-,-,Min./Max. Poly2 length (in the width direction).,=,0.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.2,-,-,Min./Max. Poly2 to Poly2 space (in the length direction).,=,8.54,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.20,174,[NOTE: This rule has the tolerance value 0.02 in the 45-degree segments.],(*D_TRENCH and 85V_MK) OR (*D_TRENCH and 65V_MK) OR (*D_TRENCH and 40V_MK) are not allowed with 90 degree bends. *It is innermost D_TRENCH surrounding HVNWELL.,-,-,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.3a,-,-,Note: Only even finger numbers are allowed. Minimum number of fingers. Wide width diode can be used with multi finger with the following rules.,>=,2,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.3b,-,-,Max. number of fingers.,<=,150,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.4a,-,-,Min. Schottky diode width.,>=,8,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.4b,-,-,Max. Schottky diode width.,<=,140,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.5b,-,-,Min. NW1A extension beyond COMP.,>=,1,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.6a,-,-,"Min./Max. NW1A to Poly2 space (in the length direction, not to check 45 degree angles).",=,0.85,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.6b,-,-,"Min./Max. NW1A to Poly2 space (in the width direction, not to check 45 degree angles).",=,3.05,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.6c,-,-,Min. NW1A to D_TRENCH space.,>=,0.5,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.7a,-,-,Min./Max. Pplus extension beyond Poly2 (inside Poly2 ring).,=,0.37,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.7b,-,-,Min./Max. Pplus extension beyond Poly2 (outside Poly2 ring).,=,0.18,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.7c,174,[NOTE: This rule has the tolerance value 0.02 in the 45-degree segments.],Min Nplus enclose (NW1A over COMP).,>=,0.18,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.8a,-,-,"Min./Max. ((Pplus AND COMP) NOT Poly2) enclose Contact, only from inside edge of Pplus.",=,0.1,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.8b,-,-,Min. Contact to Pplus space.,>=,1.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.8c,-,-,Min. (Contact AND Poly2) to Poly2 edge space.,>=,1.2,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.8d,-,-,"Min. (NW1A AND COMP) enclose Contact edge space, one side only towards inner direction.",>=,0.4,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HSK.9a,-,-,Min./Max. Anode Metal1 extension beyond Gate Poly2.,=,0,,High Voltage Schottky Diode Design Rules (40V),3.2.10.62.118,118,fn16720914.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->High Voltage Schottky Diode Design Rules (40V),
HVBJT.1,-,-,Min. LVS_BJT encloses Emitter of HV NPN.,>=,0,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.10,-,-,Min./Max. HV NPN Collector NCOMP Width.,=,0.3,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.11,-,-,Min./Max. HV PNP Emitter PCOMP space to Base NCOMP.,=,0.21,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.12,-,-,"Min./Max. HV PNP Nwell enclose Base NCOMP (For HV PNP Type1, HV PNP Type3).",=,0.16,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.12a,-,-,Min./Max. HV PNP HVNDDD enclose Base NCOMP (For HV PNP Type2).,=,1,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.13,-,-,"Min./Max. HV PNP Nwell space to Collector PCOMP (For HV PNP Type1, HV PNP Type3).",=,0.16,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.13a,-,-,Min./Max. HV PNP HVNDDD space to Collector PCOMP (For HV PNP Type2).,=,2.5,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.14,-,-,"Min./Max. HV PNP PWHV enclose Collector PCOMP (For HV PNP Type1, HV PNP2).",=,2.18,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.14a,-,-,Min./Max. HV PNP HVPDDD enclose Collector PCOMP (For HV PNP Type3).,=,2.18,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.15,-,-,Min. HV PNP Emitter PCOMP Width.,>=,0.3,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.16,-,-,Min. HV PNP Emitter PCOMP Length.,>=,1,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.17,-,-,Min./Max. HV PNP Base NCOMP Width.,=,0.3,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.18,-,-,Min./Max. HV PNP Collector PCOMP Width.,=,0.3,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.19,-,-,"Min. PWHV to NCOMP (for HVNWELL tab) space (For HV PNP Type1, HV PNP2).",>=,2.2,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.19a,-,-,Min. HVPDDD to NCOMP (for HVNWELL tab) space (For HV PNP Type3).,>=,2.2,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.2,-,-,Min./Max. HV NPN Emitter HVNDDD enclosure Emitter COMP.,=,1,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.20,-,-,Min. HVNWELL enclose NCOMP (For HVNWELL tab).,>=,2.5,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.21,-,-,Min./Max. HVPDDD enclose PF1VA (For HV PNP Type3).,=,2,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.22,-,-,Min./Max. PF1VA to Nwell space (For HV PNP Type3).,=,0,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.23,-,-,Min. LVS_BJT enclose Emitter of HV PNP devices.,>=,0,,Isolated HV PNP Design Rules,3.2.8.4.63,63,fn642559877.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Isolated HV PNP Design Rules,
HVBJT.3,-,-,Min./Max. HV NPN Emitter HVNDDD space to Base PCOMP.,=,2.5,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.4,-,-,Min./Max. HV NPN PWHV enclose Base PCOMP.,=,2,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.5,-,-,Min./Max. HV NPN PWHV space to Collector NCOMP.,=,2,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.6,-,-,Min./Max. HV NPN HVNWELL enclosure Collector NCOMP.,=,2.7,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.7,-,-,Min. HV NPN Emitter HVNDDD Width.,>=,2,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.8,-,-,Min. HV NPN Emitter HVNDDD Length.,>=,2,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT.9,-,-,Min./Max. HV NPN Base PCOMP Width.,=,0.3,,HV NPN Design Rules (vnpn_hv),3.2.8.3.1.61,61,fn867521117.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv),
HVBJT2.1,-,-,Min. LVS_BJT encloses (NCOMP AND HVNDDD2).,>=,0,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.10,-,-,Min./Max. Base PCOMP Width.,=,0.3,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.11,-,-,Min./Max. Collector NCOMP Width.,=,0.3,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.12,-,-,Min./Max. Collector NCOMP to Base COMP space.,=,4.16,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.2,-,-,Min./Max. HVNDDD2 enclosure NCOMP.,=,0.3,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.3,-,-,Min./Max. HVNDDD2 to Base PCOMP space.,=,0.7,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.4,-,-,Min./Max. HVPDDD enclose Base PCOMP.,=,2,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.5,-,-,Min./Max. HVPDDD to Collector NW1A space.,=,2,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.6,-,-,Min. NW1A enclose Collector NCOMP.,>=,0.16,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.7,-,-,Min./Max. HVNWELL enclosure Collector NCOMP.,=,2,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.8,-,-,Min. HV NPN Emitter HVNDDD2 Width.,>=,2,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVBJT2.9,-,-,Min. HV NPN Emitter HVNDDD2 Length.,>=,2,,HV NPN Design Rules (vnpn_hv_iso2_bcd),3.2.8.3.3.62,62,fn231314663.dita,Physical Design Rules->Analog Layout Rule Description->LV/HV NPN and PNP BJT->Vertical HV NPN->HV NPN Design Rules (vnpn_hv_iso2_bcd),
HVESD.1,-,-,esdhvpnp_40 used for ESD protection should be enclosed by ESD_MK and 40V_MK.,-,-,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.10,-,-,Max. length of esdhvpnp COMP region.,<=,200,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.11,-,-,Min./Max. width of collector.,=,0.6,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.12,-,-,Min./Max. width of emitter.,=,0.6,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.13,-,-,Min./Max. width of base.,=,1.86,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.14,-,-,Min./Max. PF1VA enclosure of collector Pplus in finger width direction.,=,0.5,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.15,-,-,Min./Max. NW1A enclosure of emitter Pplus in finger width direction.,=,0.5,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.16a_85V,-,-,Min. HVPDDD enclosure of PF1VA in finger width direction.,>=,1.2,,85V ESD PNP Device Design Rules,4.4.2.15.4.202,202,fn47778106.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->85V ESD PNP Device Design Rules,
HVESD.16_40V,-,-,Min./Max. HVPDDD enclosure of PF1VA in finger width direction.,=,1.1,,40V ESD PNP Device Design Rules,4.4.2.15.2.200,200,fn322417270.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V ESD PNP Device Design Rules,
HVESD.16_65V,-,-,Min./Max. HVPDDD enclosure of PF1VA in finger width direction.,=,4,,65V ESD PNP Device Design Rules,4.4.2.15.3.201,201,fn282614218.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->65V ESD PNP Device Design Rules,
HVESD.17a_85V,-,-,Min. Space of HVPDDD to emitter NW1A in finger width direction.,>=,1.2,,85V ESD PNP Device Design Rules,4.4.2.15.4.202,202,fn47778106.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->85V ESD PNP Device Design Rules,
HVESD.17_40V,-,-,Min./Max. Space of HVPDDD to emitter NW1A in finger width direction.,=,1.1,,40V ESD PNP Device Design Rules,4.4.2.15.2.200,200,fn322417270.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V ESD PNP Device Design Rules,
HVESD.17_65V,-,-,Min./Max. Space of HVPDDD to emitter NW1A in finger width direction.,=,4,,65V ESD PNP Device Design Rules,4.4.2.15.3.201,201,fn282614218.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->65V ESD PNP Device Design Rules,
HVESD.18,-,-,Min./Max. NW1A enclosure of edge emitter Pplus in finger width direction.,=,1.5,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.19,-,-,Min./Max. PF1VA enclosure of collector Pplus in finger length direction.,=,3.9,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.2,-,-,Min. 40V_MK enclosure of D_TRENCH.,>=,0,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.20,-,-,Min./Max. NW1A enclosure of emitter Pplus in finger length direction.,=,2.9,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.21,-,-,Min./Max. HVPDDD enclosure of PF1VA in finger length direction.,=,4,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.22,-,-,Min./Max. COMP enclosure of emitter Pplus in finger length direction.,=,1.9,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.23,-,-,Min./Max. COMP enclosure of collector Pplus in finger length direction.,=,2.9,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.24,-,-,Min./Max. COMP enclosure of edge emitter Pplus in finger width direction.,=,0.9,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
HVESD.25,246,[NOTE: This rule has the tolerance value 0.02 in the 45-degree segments],SAB should enclose (COMP NOT Pplus). (Outside not allowed),>=,0.1,,40V/65V/85V ESD Device Common Design Rules,4.4.2.15.1.199,199,fn290954728.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->40V/65V/85V ESD PNP Device Design Rules->40V/65V/85V ESD PNP Device Common Design Rules,
