"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000106487","Pad2_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pad2 layer.","No",,,"Drawn",,,,"71","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106464","Poly3_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Poly3_SPE.","No",,,"Drawn",,,,"45","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106465","Poly3_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Poly3_NBNOPC.","No",,,"Drawn",,,,"45","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106444","Resistor_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Resistor_CD.","No",,,"Drawn",,,,"62","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106443","Resistor_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Resistor layer.","No",,,"Drawn",,,,"62","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106446","RONO_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with RONO layer.","No",,,"Drawn",,,,"200","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106445","RONO_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer RONO_NBNOPC.","No",,,"Drawn",,,,"200","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106442","Resistor_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Resistor_NBNOPC.","No",,,"Drawn",,,,"62","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106440","SAB_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer SAB_Dummy.","No",,,"Drawn",,,,"49","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106441","SAB_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer SAB_CD.","No",,,"Drawn",,,,"49","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106436","STD_ROM_GF","NIL","NIL","130G-LP","Active","Marker Devices",,"ROM Cell Marker Layer (GF).","No",,,"Drawn",,,,"37","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106435","S_Contact_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with S_Contact Layer.","No",,,"Drawn",,,,"230","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106354","ZeroVT","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer ZeroVT.","No",,,"Drawn",,,,"4","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106356","Zener_Nimp_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Zener_Nimp layer.","No",,,"Drawn",,,,"13","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106355","Zener_Pimp_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Zener_Pimp layer.","No",,,"Drawn",,,,"155","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106367","Win2_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Win2_CD.","No",,,"Drawn",,,,"91","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106366","Win2_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Win2 layer.","No",,,"Drawn",,,,"91","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106368","ViaTop_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer ViaTop_NBNOPC.","No",,,"Drawn",,,,"129","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106365","Win2_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Win2_NBNOPC.","No",,,"Drawn",,,,"91","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106370","ViaTop_CD","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Layer ViaTop_CD.","No",,,"Drawn",,,,"129","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106363","ZERO_MASK_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZERO_MASK.","No",,,"Drawn",,,,"221","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106364","ZENER_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZENER layer.","No",,,"Drawn",,,,"178","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106359","ZPVT_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZPVT layer.","No",,,"Drawn",,,,"150","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106358","ZST","NIL","NIL","130G-LP","Active","Marker Devices",,"Logic Select transistor.","No",,,"Drawn",,,,"217","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106361","ZERO_PSUB","NIL","NIL","130G-LP","Active","Design Utility",,"Define the LV/MV outside DNWELL area which is only allowed when Psub is biased 0V.","No",,,"Drawn",,,,"246","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106360","ZON_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZON layer.","No",,,"Drawn",,,,"84","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106357","ZVT_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZVT layer.","No",,,"Drawn",,,,"141","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106362","ZERO_MASK_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer ZERO_MASK_NBNOPC.","No",,,"Drawn",,,,"221","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106438","SAB_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer SAB_NBNOPC.","No",,,"Drawn",,,,"49","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106437","SAB_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer SAB_SPE.","No",,,"Drawn",,,,"49","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106448","Pwell_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pwell layer.","No",,,"Drawn",,,,"43","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106439","SAB_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with SAB layer.","No",,,"Drawn",,,,"49","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106450","PreDope_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PreDope_SPE.","No",,,"Drawn",,,,"85","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106449","Prime_Area_Marking","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Prime_Area_Marking.","No",,,"Drawn",,,,"1000","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106460","PplusRes_Blk_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PplusRes_Blk layer.","No",,,"Drawn",,,,"74","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106459","Pplus_CD","NIL","NIL","130G-LP","Active","Design Utility",,"Layer Pplus_CD.","No",,,"Drawn",,,,"31","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106462","PolyPwell2_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PolyPwell2 layer.","No",,,"Drawn",,,,"77","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106461","PplusRes_Blk_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer PplusRes_Blk_Dummy.","No",,,"Drawn",,,,"74","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106458","Pplus_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer Pplus_Dummy.","No",,,"Drawn",,,,"31","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106463","PolyPwell1_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PolyPwell1 layer.","No",,,"Drawn",,,,"76","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106456","Pplus_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Pplus_NBNOPC.","No",,,"Drawn",,,,"31","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106457","Pplus_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pplus layer.","No",,,"Drawn",,,,"31","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106452","PreDope_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PreDope layer.","No",,,"Drawn",,,,"85","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106451","PreDope_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer PreDope_NBNOPC.","No",,,"Drawn",,,,"85","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106454","PreDope_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PreDope_CD.","No",,,"Drawn",,,,"85","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106453","PreDope_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer PreDope_Dummy.","No",,,"Drawn",,,,"85","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106496","PWHV_D","NIL","NIL","130G-LP","Active","Common Design FEOL",,"High voltage Pwell.","No",,,"Drawn",,,,"21","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106455","Pplus_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Pplus_SPE.","No",,,"Drawn",,,,"31","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106498","PWELL_BLK","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PWELL_BLK.","No",,,"Drawn",,,,"23","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106497","PWHV_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PWHV_CD.","No",,,"Drawn",,,,"44","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106540","Nwell_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer Nwell_Dummy.","No",,,"Drawn",,,,"21","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106542","Nplus_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Nplus_SPE.","No",,,"Drawn",,,,"32","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106541","Nwell_CD","NIL","NIL","130G-LP","Active","Design Utility",,"Layer Nwell_CD.","No",,,"Drawn",,,,"21","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106538","Nwell_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Nwell_NBNOPC.","No",,,"Drawn",,,,"21","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106543","Nplus_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Nplus_NBNOPC.","No",,,"Drawn",,,,"32","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106536","OTPGate_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with OTPGate layer.","No",,,"Drawn",,,,"225","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106537","Nwell_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Nwell_SPE.","No",,,"Drawn",,,,"21","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106532","PF1VA_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PF1VA_CD.","No",,,"Drawn",,,,"149","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106531","PF1VA_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer PF1VA_Dummy.","No",,,"Drawn",,,,"149","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106544","Nplus_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Nplus layer.","No",,,"Drawn",,,,"32","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106372","ViaRDL_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ViaRDL layer.","No",,,"Drawn",,,,"170","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106371","ViaTop_Bar","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Rectangular Via to connecting MetalTop and MetalTop-1 (129;15).","No",,,"Drawn",,,,"129","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106415","TUNOX_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer TUNOX_SPE.","No",,,"Drawn",,,,"27","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106414","Trench_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Trench layer.","No",,,"Drawn",,,,"6","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106417","TUNOX_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with TUNOX layer.","No",,,"Drawn",,,,"27","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106416","TUNOX_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer TUNOX_NBNOPC.","No",,,"Drawn",,,,"27","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106413","Trench_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer Trench_NBNOPC.","No",,,"Drawn",,,,"6","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106418","TUNOX_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer TUNOX_Dummy.","No",,,"Drawn",,,,"27","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106412","Trench_imp_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Layer Trench_imp_Label.","No",,,"Drawn",,,,"38","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106258","Metal8","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Metal 8 interconnect.","No",,,"Mask",,,,"139","0",,,,,,,,,,,,,,,,,,"9V",,,,,,,,,,,,
"LV-0000106535","P1SLIT","NIL","NIL","130G-LP","Active","Design Utility",,"Slit in Floating Gate.","No",,,"Drawn",,,,"49","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106546","Nplus_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Nplus_CD.","No",,,"Drawn",,,,"32","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106545","Nplus_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer Nplus_Dummy.","No",,,"Drawn",,,,"32","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106556","NVT_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NVT layer.","No",,,"Drawn",,,,"19","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106555","NW1A_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer NW1A_CD.","No",,,"Drawn",,,,"148","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106558","NRES","NIL","NIL","130G-LP","Active","Marker Devices",,"Marking layer for N+ Poly resistor.","No",,,"Drawn",,,,"200","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106557","NSC_Dualgate","NIL","NIL","130G-LP","Active","Design Utility",,"NSCore special layer, Indicate special N Ch device, used at LDD block and Dualgate.","No",,,"Drawn",,,,"45","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106554","NW1A_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer NW1A_Dummy.","No",,,"Drawn",,,,"148","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106559","NRESI_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NRESI layer.","No",,,"Drawn",,,,"172","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106552","NW1A_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer NW1A_NBNOPC.","No",,,"Drawn",,,,"148","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106548","Ncap_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Ncap layer.","No",,,"Drawn",,,,"39","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106547","Ncomp","NIL","NIL","130G-LP","Active","Design Utility",,"N channel gate area.","No",,,"Drawn",,,,"3","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106550","NWHV_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NWHV layer.","No",,,"Drawn",,,,"201","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106549","NWHV_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer NWHV_NBNOPC.","No",,,"Drawn",,,,"201","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106551","NW1A_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer NW1A_SPE.","No",,,"Drawn",,,,"148","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106528","PF1VA_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PF1VA_SPE.","No",,,"Drawn",,,,"149","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106529","PF1VA_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer PF1VA_NBNOPC.","No",,,"Drawn",,,,"149","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106508","PPWELL","NIL","NIL","130G-LP","Active","Marker Devices",,"Define N-ch device (1.8V/3.3V/6V) inside DNWELL.","No",,,"Drawn",,,,"236","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106507","PRESI_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PRESI layer.","No",,,"Drawn",,,,"83","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106510","POLYMEM_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer POLYMEM_NBNOPC.","No",,,"Drawn",,,,"16","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106509","PPROTECT","NIL","NIL","130G-LP","Active","Common Design FEOL",,"For protection against Pplus implantation.","No",,,"Drawn",,,,"47","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106511","POLYMEM_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Layer POLYMEM_Label.","No",,,"Drawn",,,,"16","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106504","PVT_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PVT_CD.","No",,,"Drawn",,,,"20","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106500","PVT_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PVT_SPE.","No",,,"Drawn",,,,"20","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106499","PWDMY_MTK","NIL","NIL","130G-LP","Active","Design Utility",,"PW Draw-in layer for HV Device (7_0.153_CE, MTK input, 18;200).","No",,,"Drawn",,,,"18","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106502","PVT_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PVT layer.","No",,,"Drawn",,,,"20","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106501","PVT_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer PVT_NBNOPC.","No",,,"Drawn",,,,"20","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106512","POLYMEM_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer POLYMEM_Dummy.","No",,,"Drawn",,,,"16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106503","PVT_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer PVT_Dummy.","No",,,"Drawn",,,,"20","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106514","POLYCON_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Layer POLYCON_Label.","No",,,"Drawn",,,,"194","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107023","COMP_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer COMP_NBNOPC.","No",,,"Drawn",,,,"22","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107002","Cu_PPI","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Cu_PPI.","No",,,"Drawn",,,,"25","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107001","Cu_PPI_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Layer Cu_PPI_Label.","No",,,"Drawn",,,,"32","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107004","Cu_PPI_BLK","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Cu_PPI_BLK.","No",,,"Drawn",,,,"30","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107003","Cu_PPI_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer Cu_PPI_Dummy.","No",,,"Drawn",,,,"31","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107000","Cwell_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Cwell layer.","No",,,"Drawn",,,,"125","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107005","Contact_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer Contact_SPE.","No",,,"Drawn",,,,"33","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106998","DNI_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DNI layer.","No",,,"Drawn",,,,"78","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106999","DEPL_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DEPL layer.","No",,,"Drawn",,,,"25","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106993","DNWELL_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer DNWELL_NBNOPC.","No",,,"Drawn",,,,"12","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106996","DNWELL_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer DNWELL_CD.","No",,,"Drawn",,,,"12","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106513","POLYFUSE_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with POLYFUSE layer.","No",,,"Drawn",,,,"220","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106524","PField_NBNOPC","NIL","NIL","130G-LP","Active","OPC",,"Layer PField_NBNOPC.","No",,,"Drawn",,,,"23","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106523","PField_SPE","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PField_SPE.","No",,,"Drawn",,,,"23","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106526","PField_Dummy","NIL","NIL","130G-LP","Active","Fill",,"Layer PField_Dummy.","No",,,"Drawn",,,,"23","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106522","PIB_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PIB layer.","No",,,"Drawn",,,,"50","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106527","PField_CD","NIL","NIL","130G-LP","Active","DataPrep Marker",,"Layer PField_CD.","No",,,"Drawn",,,,"23","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106520","PISODEVICE_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Layer PISODEVICE_Label.","No",,,"Drawn",,,,"62","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106521","PISCAP_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PISCAP layer.","No",,,"Drawn",,,,"120","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
